user_id,company_name,company_size,plan_type,subscription_status,signup_date,churn_date,monthly_revenue,payment_method
9421,"Mcgee, Anderson and Moss",large,Pro,Active,03-08-2022,,4855,Paypal
792,Ochoa-Camacho,small,Enterprise,Active,11-09-2010,,4095,Paypal
1775,Morrison and Sons,medium,Pro,Active,25-02-2019,,4269,Credit
1312,Fox-Williams,medium,Pro,Churned,19-06-2013,15-07-2025,3042,Credit
3028,Maddox-Cooper,large,Pro,Churned,09-03-2018,15-04-2021,164,Debit
9705,Perez LLC,large,Pro,Active,09-08-2022,,1322,Credit
4599,Lyons LLC,medium,Basic,Active,04-08-2016,,3091,Paypal
7880,"Rodriguez, Hamilton and Lewis",large,Pro,Active,29-04-2019,,3993,Debit
767,Rosario Ltd,medium,Pro,Churned,19-03-2022,10-05-2025,590,Paypal
5260,Bush Inc,large,Pro,Churned,14-08-2010,14-12-2017,2742,Credit
9205,Black-Leon,small,Pro,Churned,21-05-2011,07-08-2025,3895,Paypal
398,Horton-Payne,large,Enterprise,Churned,21-08-2020,01-06-2023,831,Paypal
2238,"Jones, Williams and Hall",small,Enterprise,Active,29-10-2021,,4229,Credit
3004,"Arias, Mendez and Day",small,Pro,Active,03-10-2011,,2821,Debit
8055,Hernandez and Sons,large,Basic,Active,19-08-2020,,3612,Debit
2566,Holden Inc,small,Pro,Churned,07-01-2015,20-03-2015,1965,Credit
8461,Diaz-Vazquez,small,Pro,Churned,26-05-2021,04-12-2024,884,Debit
2639,Mullins-Sanchez,medium,Pro,Churned,01-12-2009,07-05-2010,4644,Paypal
7280,Mueller-Arroyo,large,Basic,Active,06-12-2009,,3121,Debit
7679,Hernandez Group,medium,Pro,Active,13-11-2025,,2464,Debit
2537,Rodriguez-Morton,small,Basic,Active,21-08-2012,,4888,Paypal
9122,Caldwell LLC,medium,Pro,Active,25-04-2020,,406,Paypal
4465,"Gonzalez, Chapman and Carpenter",medium,Pro,Active,01-10-2018,,3447,Credit
7408,Young-Smith,large,Enterprise,Active,18-03-2016,,3639,Debit
2379,Miller Ltd,medium,Pro,Active,15-06-2007,,899,Credit
5483,Allen-Moore,medium,Pro,Active,02-11-2011,,1513,Debit
708,Wood and Sons,medium,Enterprise,Active,12-08-2025,,1502,Paypal
9063,Griffin Ltd,small,Basic,Churned,11-03-2015,25-01-2020,1343,Paypal
9441,"Lawrence, Powers and Franco",medium,Pro,Active,17-04-2025,,2060,Debit
2410,Rodriguez-Simmons,medium,Pro,Active,12-07-2018,,4503,Credit
1050,Williams LLC,small,Pro,Churned,17-02-2021,09-11-2023,3981,Paypal
3658,Gallagher-David,medium,Basic,Active,26-11-2009,,1466,Paypal
1140,Jones-Wang,medium,Basic,Churned,24-08-2018,30-04-2025,2508,Credit
1228,Ramirez Ltd,medium,Basic,Churned,17-04-2018,16-01-2024,640,Debit
4006,Moran and Sons,medium,Pro,Churned,25-09-2006,17-01-2018,2740,Paypal
330,"Jones, Simpson and Brooks",medium,Pro,Active,04-01-2017,,1652,Debit
9164,"Taylor, Perry and Kemp",large,Basic,Active,25-04-2013,,1110,Paypal
2,Bridges LLC,large,Enterprise,Churned,05-02-2007,06-01-2022,2926,Credit
4062,"King, Massey and Austin",small,Pro,Churned,10-07-2016,10-02-2022,2597,Debit
4035,"Goodwin, Reese and Armstrong",large,Basic,Churned,12-06-2020,02-01-2024,4966,Credit
902,Mccarty PLC,medium,Basic,Churned,25-03-2012,23-12-2022,3512,Debit
52,"White, Shah and Allen",large,Basic,Active,19-07-2012,,2455,Debit
5656,Mayo Ltd,small,Basic,Churned,12-12-2007,27-12-2007,319,Debit
8662,Mcdonald Inc,small,Basic,Active,17-12-2019,,4909,Paypal
3899,"Dyer, Cummings and Shelton",small,Pro,Churned,29-01-2010,08-10-2020,968,Debit
3928,"Davis, Shepard and Griffin",medium,Pro,Active,22-08-2020,,634,Credit
2984,Johnson-Wilkins,large,Pro,Churned,01-07-2021,10-07-2023,3792,Paypal
7430,Hunter PLC,small,Basic,Churned,10-12-2023,26-10-2025,4008,Debit
1049,Wood-Clark,small,Enterprise,Churned,16-11-2018,21-11-2024,1830,Credit
4199,"Kelley, Bryant and Griffin",large,Enterprise,Active,02-09-2010,,146,Debit
8240,"Mercer, Rodriguez and Grant",medium,Pro,Churned,13-03-2019,01-07-2020,1363,Credit
2126,Thompson Ltd,small,Pro,Churned,03-11-2015,03-12-2022,4385,Debit
9812,Woods LLC,large,Basic,Active,04-11-2008,,1271,Debit
1348,Lin-Williams,medium,Enterprise,Active,18-03-2017,,3631,Paypal
3285,"Johnson, Hunt and Mcdonald",large,Enterprise,Active,17-10-2024,,3429,Debit
160,"Ramsey, Thomas and White",small,Pro,Churned,17-07-2010,07-12-2016,4140,Debit
2054,Smith-Snyder,medium,Pro,Churned,31-10-2021,24-05-2023,839,Credit
9650,"Jacobs, Tyler and Mejia",large,Basic,Active,01-12-2015,,3901,Debit
3690,"Williams, Alexander and Rios",medium,Pro,Churned,29-04-2023,07-06-2023,92,Credit
6774,"Chavez, Bonilla and Chavez",large,Basic,Churned,18-06-2007,21-01-2008,3745,Credit
2621,"Lloyd, Hill and Graham",large,Pro,Active,25-03-2025,,2923,Debit
5447,Clay-Gallagher,medium,Pro,Active,05-03-2015,,649,Credit
4360,Ingram PLC,medium,Enterprise,Churned,22-09-2023,23-11-2025,4582,Paypal
6389,Burns-Duncan,large,Pro,Churned,13-10-2010,09-05-2015,4218,Credit
9819,"Johnson, Brown and Thompson",small,Basic,Active,02-08-2014,,3258,Paypal
8651,"Nichols, Johnson and Burns",large,Basic,Churned,17-06-2024,11-01-2025,2080,Credit
8765,Montgomery Ltd,small,Basic,Active,08-01-2022,,1269,Paypal
8466,Gibson and Sons,medium,Enterprise,Active,08-04-2025,,2026,Paypal
4948,"Collins, Bartlett and Miller",medium,Basic,Churned,22-06-2024,27-12-2024,3574,Paypal
1913,"Baker, Lopez and Griffith",small,Enterprise,Active,20-07-2015,,3523,Credit
2765,"Kennedy, Stephens and Smith",large,Pro,Active,29-03-2010,,3457,Debit
2311,Mitchell Inc,small,Pro,Active,29-12-2009,,4724,Credit
7281,Martinez Inc,medium,Enterprise,Active,05-10-2016,,4522,Credit
734,Welch Inc,large,Basic,Churned,26-07-2007,10-10-2015,2835,Debit
928,Clark Group,large,Pro,Active,14-07-2006,,1064,Debit
7193,Morgan Inc,large,Pro,Active,01-06-2022,,3700,Debit
8599,Quinn-Sosa,small,Pro,Active,06-09-2020,,84,Credit
5514,Yoder Inc,medium,Pro,Active,13-05-2025,,4461,Credit
4316,Ortega-Hartman,medium,Pro,Churned,14-09-2024,23-06-2025,2790,Debit
6583,"Gray, Reyes and Nunez",medium,Enterprise,Churned,12-09-2019,26-12-2025,430,Debit
8660,Wade Group,small,Basic,Active,25-01-2008,,4085,Paypal
3626,Anderson-Le,small,Enterprise,Active,04-09-2008,,2811,Credit
5385,Lawson Ltd,large,Enterprise,Churned,11-07-2022,24-07-2024,161,Paypal
3426,Perez Inc,small,Pro,Churned,20-10-2019,17-06-2022,1009,Debit
1618,Deleon-Martinez,large,Basic,Churned,21-08-2020,27-04-2025,4491,Debit
6541,Williams-Freeman,small,Enterprise,Active,31-12-2017,,2495,Debit
5301,Carpenter LLC,large,Pro,Churned,03-11-2015,15-11-2024,4844,Credit
1362,"Davis, Alexander and Rivera",large,Basic,Churned,19-11-2009,07-10-2022,3333,Paypal
5011,"Duarte, Wilkinson and Fernandez",large,Basic,Churned,27-03-2013,04-12-2017,4347,Paypal
5572,Lara-Ford,large,Pro,Active,15-05-2020,,1491,Credit
6671,"Lee, Sanchez and Mcmillan",medium,Pro,Churned,07-09-2014,04-04-2015,3259,Paypal
5179,Ruiz-Thompson,small,Pro,Churned,05-10-2010,08-04-2011,3159,Paypal
2481,Miller-Landry,small,Basic,Churned,16-01-2019,18-04-2020,1947,Credit
9737,"Baxter, Moses and Gillespie",large,Basic,Churned,23-06-2016,23-09-2016,239,Credit
2632,Terrell and Sons,medium,Basic,Churned,22-10-2011,22-01-2020,2013,Debit
8539,Kelly Ltd,small,Pro,Churned,28-09-2022,07-03-2023,125,Debit
1505,"Novak, Hardin and Rodriguez",medium,Pro,Churned,14-08-2024,06-01-2025,4900,Paypal
4728,Banks and Sons,medium,Basic,Active,27-06-2014,,1048,Debit
8518,"Palmer, Watts and Russo",medium,Pro,Active,10-01-2018,,4375,Credit
3336,Carpenter and Sons,small,Enterprise,Active,22-08-2023,,1966,Debit
5972,Gonzalez Ltd,medium,Pro,Active,05-10-2015,,4544,Paypal
63,"Wagner, Walters and Peterson",small,Basic,Churned,15-02-2014,01-12-2015,3169,Paypal
7335,"Cantu, Murphy and Austin",small,Basic,Churned,17-09-2017,30-03-2023,2584,Debit
3821,Steele-Wolf,medium,Pro,Churned,13-10-2011,25-01-2018,1408,Debit
2457,Kim Group,large,Pro,Active,10-07-2018,,2478,Credit
1707,Mcdaniel PLC,small,Basic,Active,03-11-2012,,754,Credit
8087,Thompson LLC,large,Pro,Churned,05-05-2015,06-01-2025,2479,Debit
4553,Jennings LLC,large,Enterprise,Active,18-10-2011,,4784,Paypal
3355,Cole-Gregory,large,Basic,Active,18-11-2011,,540,Credit
1472,"Whitaker, Miranda and Leonard",large,Pro,Active,28-03-2019,,78,Paypal
2920,Heath PLC,medium,Pro,Active,05-05-2022,,1611,Credit
7957,Hernandez-Woods,large,Pro,Churned,26-03-2009,14-04-2024,4146,Credit
9135,"Snyder, Allen and Horton",large,Basic,Churned,07-09-2009,23-12-2012,3583,Paypal
794,"Diaz, Velazquez and Smith",medium,Basic,Active,07-10-2011,,3604,Paypal
6862,"Gonzalez, Garrett and Mendoza",large,Basic,Churned,20-07-2008,30-11-2024,1232,Credit
2186,"Pierce, Farley and Park",small,Pro,Active,14-11-2020,,569,Credit
2630,"Rodriguez, Jones and Flowers",small,Enterprise,Churned,25-04-2016,24-08-2017,4328,Paypal
8580,Garcia-Reyes,large,Pro,Active,13-09-2007,,964,Paypal
2284,"Graham, Webb and Miller",medium,Basic,Churned,31-03-2015,26-11-2019,925,Paypal
8169,Sanchez-Deleon,medium,Enterprise,Active,22-12-2012,,1153,Debit
1052,"Davenport, Dunn and Flores",large,Enterprise,Churned,08-08-2017,07-12-2025,2603,Credit
9229,Liu PLC,large,Enterprise,Churned,16-04-2006,03-02-2018,1288,Debit
4979,"Molina, Franklin and Koch",small,Pro,Active,13-01-2013,,646,Paypal
540,"Lopez, Shields and Harris",small,Enterprise,Active,01-11-2018,,1179,Credit
2521,"Adams, Williams and Brock",medium,Enterprise,Churned,16-04-2012,11-06-2015,1228,Debit
6911,Thomas and Sons,small,Pro,Churned,02-05-2012,20-07-2013,3443,Paypal
4357,Patterson and Sons,small,Basic,Active,26-10-2015,,2502,Debit
179,"Flores, Hernandez and Wells",small,Basic,Churned,21-12-2015,24-06-2022,2476,Paypal
4326,Clark Inc,small,Enterprise,Active,22-10-2020,,3683,Credit
4146,Miller-Richardson,medium,Basic,Churned,18-07-2017,05-06-2025,3101,Paypal
7546,"King, Jenkins and Mitchell",small,Enterprise,Churned,06-06-2006,02-08-2014,1354,Credit
5025,Martinez-Powell,medium,Pro,Churned,03-04-2022,03-02-2025,4092,Debit
1676,"Cline, Craig and Hamilton",medium,Pro,Active,24-10-2006,,1972,Paypal
9565,"Hill, Medina and Armstrong",medium,Enterprise,Churned,15-03-2017,04-10-2020,4377,Credit
3314,Johnston PLC,large,Basic,Active,24-11-2011,,4803,Credit
2709,"Wells, Barnes and Holder",medium,Basic,Active,06-06-2020,,3552,Credit
3216,Gomez Ltd,medium,Enterprise,Churned,10-04-2019,30-06-2019,268,Debit
7762,"Kennedy, Brandt and Johnson",small,Enterprise,Churned,27-10-2017,12-08-2023,489,Credit
3294,"Mullins, Stewart and Horton",medium,Enterprise,Active,24-08-2016,,3048,Debit
3443,"Martin, Moore and Vaughn",medium,Enterprise,Active,26-05-2008,,2992,Credit
9389,Barrett-Kim,large,Enterprise,Active,16-07-2017,,221,Paypal
4892,"Peterson, Wright and Garcia",medium,Basic,Churned,26-10-2012,09-02-2021,3727,Credit
2745,Huynh-Bailey,medium,Pro,Active,16-02-2016,,2711,Credit
2391,Ray-Higgins,small,Enterprise,Churned,14-12-2024,22-06-2025,794,Paypal
523,Durham Inc,medium,Pro,Active,18-05-2018,,3516,Credit
4623,Smith-Campbell,small,Enterprise,Churned,23-01-2014,24-03-2015,4647,Paypal
3128,"Lopez, Williams and Reed",medium,Enterprise,Active,02-09-2023,,1778,Debit
564,Henry Inc,small,Basic,Active,29-07-2013,,3666,Credit
2859,"Rogers, Peck and Rojas",small,Pro,Churned,20-12-2013,11-02-2025,4719,Debit
6441,Holmes LLC,medium,Basic,Active,26-07-2009,,1373,Debit
2023,Johnson and Sons,large,Basic,Active,17-08-2013,,4648,Paypal
3511,"Michael, Davis and Mcgee",medium,Pro,Churned,15-10-2021,25-04-2023,1199,Debit
4980,Carroll PLC,medium,Basic,Churned,16-08-2023,16-06-2024,3108,Credit
5685,Scott LLC,medium,Basic,Active,30-09-2020,,2571,Debit
6907,Cross Group,large,Basic,Active,28-10-2018,,878,Debit
3972,Baker Ltd,large,Pro,Churned,22-03-2013,14-04-2014,4192,Paypal
1977,"Hayes, Camacho and Smith",small,Pro,Active,01-12-2007,,3694,Debit
9683,Roberson Group,small,Enterprise,Churned,01-07-2012,24-06-2021,4188,Debit
2514,King-Miller,medium,Basic,Churned,19-07-2009,10-05-2021,1031,Paypal
3560,"Fleming, Miranda and Garcia",large,Pro,Active,23-11-2018,,3247,Paypal
3819,Smith Inc,small,Pro,Churned,17-02-2023,24-09-2025,1429,Debit
6414,Smith PLC,medium,Enterprise,Churned,29-11-2018,22-07-2023,1816,Debit
4009,Yates-Moore,large,Pro,Churned,17-05-2023,26-05-2025,1001,Debit
3157,Wallace PLC,medium,Enterprise,Active,17-01-2025,,4974,Debit
858,Long LLC,small,Basic,Active,20-08-2017,,1310,Credit
6093,"Martin, Bush and Douglas",large,Basic,Active,19-09-2011,,3874,Paypal
3259,Berry-Johnson,medium,Basic,Churned,13-01-2022,23-01-2025,3649,Credit
5161,"Miller, Franklin and Anthony",large,Pro,Churned,17-11-2017,28-04-2024,1006,Credit
4586,Cox-Walsh,medium,Enterprise,Active,25-01-2025,,901,Debit
4575,"Brown, Garcia and Gill",medium,Pro,Active,28-08-2018,,2385,Debit
1950,"Soto, Mccormick and Munoz",small,Basic,Churned,05-04-2007,08-06-2019,1259,Paypal
4950,"Hall, Hall and Monroe",large,Enterprise,Active,15-05-2015,,1230,Debit
4278,Stevens-Gross,small,Basic,Active,24-05-2013,,1850,Paypal
1854,"Cannon, Shah and Owens",small,Basic,Active,22-03-2025,,3516,Paypal
4540,Reynolds-Pope,large,Basic,Active,29-11-2018,,4238,Debit
3134,Keller-Johnson,small,Basic,Active,10-01-2025,,2701,Credit
6848,"Lewis, Adams and Marshall",large,Pro,Churned,29-07-2019,17-04-2023,3889,Credit
8797,"Barnes, Stewart and Jackson",medium,Pro,Churned,30-06-2018,24-02-2023,3908,Debit
3261,"Jones, Jordan and Hansen",large,Basic,Active,11-07-2012,,1119,Debit
7463,Miller and Sons,medium,Enterprise,Churned,29-06-2017,26-09-2021,343,Paypal
5676,Hunt-Ramos,medium,Enterprise,Churned,27-03-2024,13-03-2025,1760,Credit
6082,Robinson Inc,medium,Pro,Churned,18-08-2016,08-12-2023,1795,Credit
8140,"Yang, Rosales and Rivera",small,Pro,Churned,04-09-2022,28-05-2023,4948,Debit
8451,Miles PLC,large,Pro,Churned,28-02-2021,18-03-2023,2459,Credit
7524,"Stanton, Tucker and Martin",medium,Basic,Churned,17-09-2020,28-04-2022,2263,Paypal
5958,Monroe LLC,large,Pro,Active,29-06-2017,,2001,Debit
9371,"Giles, Robbins and Smith",medium,Enterprise,Active,08-12-2011,,4723,Paypal
2797,Lambert-Watts,large,Enterprise,Churned,25-09-2020,27-12-2025,4424,Credit
3311,"Walls, Bruce and Ellis",small,Pro,Churned,25-02-2019,20-04-2019,1834,Credit
6794,"Anderson, Rangel and Bishop",large,Enterprise,Active,27-11-2012,,1840,Debit
8865,Hill PLC,small,Basic,Churned,26-08-2008,10-05-2011,985,Paypal
7466,"Carter, Davis and Alvarez",large,Basic,Active,10-09-2020,,1714,Paypal
1687,Sanchez PLC,large,Pro,Active,31-01-2026,,4758,Debit
2880,"Hunter, Davis and Martinez",medium,Basic,Active,05-07-2018,,2317,Debit
4992,"Johnson, Davis and Lopez",large,Pro,Active,23-08-2020,,2057,Debit
2042,Burton Inc,medium,Enterprise,Churned,28-01-2011,19-12-2016,2151,Debit
5325,Jones PLC,large,Pro,Churned,28-01-2017,17-11-2025,2831,Credit
9341,"Haynes, Landry and Koch",large,Enterprise,Churned,01-05-2014,13-12-2019,2098,Debit
1291,Gray-Cruz,small,Enterprise,Active,12-03-2007,,1584,Paypal
4694,Mcmillan Inc,medium,Pro,Active,08-08-2015,,2671,Paypal
9359,"Mcclure, Hardy and Benjamin",large,Pro,Churned,22-09-2009,08-09-2012,2806,Paypal
1843,Jensen-Reed,large,Pro,Churned,17-03-2022,28-03-2023,1999,Debit
206,"Nichols, Spencer and Flores",small,Enterprise,Churned,17-12-2014,17-09-2020,1441,Credit
2759,"Duran, Mueller and Brown",large,Pro,Churned,19-05-2024,10-02-2026,614,Debit
7500,Smith Ltd,medium,Enterprise,Churned,20-12-2011,08-08-2021,3544,Credit
4055,"Vargas, Fry and Garcia",large,Basic,Active,03-06-2024,,3360,Credit
522,Alvarez-Moore,large,Enterprise,Churned,27-12-2021,19-01-2026,2349,Debit
2950,"Watkins, Edwards and Jensen",large,Enterprise,Active,02-09-2025,,3006,Paypal
9418,Thomas Ltd,small,Enterprise,Active,06-01-2010,,1577,Paypal
5368,Harvey Ltd,small,Basic,Active,23-12-2025,,941,Credit
3922,"Powell, Simmons and Foley",small,Pro,Churned,18-10-2010,01-09-2011,2032,Credit
7972,Bowers-Roberts,large,Basic,Active,21-05-2020,,1004,Paypal
9885,"Salinas, Oneal and Booth",medium,Pro,Active,23-12-2008,,2454,Debit
1250,Gonzalez-Sullivan,large,Basic,Active,28-01-2015,,2313,Debit
9554,Mcdonald Ltd,large,Pro,Churned,16-03-2009,02-08-2011,850,Credit
3081,"Stevenson, Stevens and Spencer",large,Basic,Churned,18-12-2016,09-03-2018,2540,Debit
8197,Mclean-Chavez,small,Pro,Churned,24-08-2025,22-12-2025,2148,Debit
4752,Hanson-Haynes,medium,Enterprise,Active,22-05-2012,,268,Paypal
8966,Johnson-Moran,large,Pro,Active,16-01-2021,,4625,Debit
8661,"Spencer, Swanson and Boyer",medium,Basic,Active,20-08-2006,,866,Debit
647,Baker-Boyle,large,Enterprise,Active,06-09-2019,,713,Paypal
4903,Benjamin-Ponce,medium,Pro,Churned,11-10-2008,19-07-2015,4241,Debit
2281,"Arnold, Olsen and English",medium,Enterprise,Active,10-06-2007,,956,Credit
383,Glass and Sons,small,Pro,Active,04-10-2020,,3252,Paypal
4325,Durham PLC,medium,Basic,Active,11-03-2025,,3774,Paypal
9216,Harrison-Sanchez,small,Enterprise,Active,10-02-2023,,260,Paypal
6117,Gibbs Ltd,large,Pro,Churned,24-04-2017,23-09-2024,2586,Debit
5995,Stewart-Anderson,medium,Enterprise,Churned,06-07-2014,30-05-2017,3357,Credit
2805,"Krueger, Brown and Long",large,Enterprise,Churned,09-07-2023,22-10-2024,2212,Debit
4566,Hernandez-Norton,medium,Enterprise,Churned,30-12-2022,02-10-2025,1981,Credit
7877,Elliott LLC,large,Basic,Churned,26-03-2021,26-01-2022,1135,Paypal
2137,Rogers-Garcia,large,Enterprise,Churned,29-06-2013,06-06-2014,3501,Debit
165,Bush PLC,large,Basic,Churned,24-12-2010,23-10-2019,2713,Credit
5139,Rivers-Marshall,medium,Basic,Churned,01-06-2007,07-02-2011,1160,Paypal
4525,"Pineda, Payne and Miller",small,Basic,Active,17-09-2007,,4951,Paypal
8959,Stewart Inc,medium,Basic,Churned,23-07-2022,17-01-2023,2926,Paypal
6277,"Porter, Mitchell and Russell",medium,Enterprise,Active,16-09-2023,,4576,Debit
7740,"Lozano, Vargas and Castro",large,Pro,Active,13-05-2019,,1300,Credit
2811,Wood PLC,large,Basic,Churned,16-06-2016,08-10-2020,3431,Credit
3487,Jones PLC,large,Basic,Active,12-01-2022,,2292,Paypal
3153,"Malone, Gonzales and Nelson",small,Enterprise,Active,26-07-2017,,4319,Paypal
4304,Reed LLC,medium,Basic,Active,08-07-2018,,4754,Debit
4224,Jones PLC,large,Basic,Churned,14-07-2010,22-02-2021,4672,Debit
407,Hall-Johnson,small,Enterprise,Active,07-07-2023,,3418,Credit
2353,Campbell LLC,medium,Basic,Active,12-12-2012,,393,Paypal
2031,"Pearson, Torres and Cunningham",small,Enterprise,Churned,18-03-2013,18-02-2021,3178,Paypal
5305,Peters Group,medium,Basic,Active,11-03-2008,,2618,Credit
1114,Pearson-Espinoza,medium,Enterprise,Active,31-10-2010,,2100,Paypal
4200,"Wilson, Gutierrez and Reed",medium,Pro,Active,27-08-2019,,3780,Credit
9337,Wood-Griffin,large,Pro,Active,14-11-2015,,1259,Credit
2715,Robinson PLC,small,Basic,Active,16-06-2013,,2963,Credit
186,Simpson LLC,large,Pro,Active,17-10-2014,,3594,Paypal
365,Barrett Ltd,medium,Pro,Active,10-10-2009,,3116,Debit
6750,Spears-Lewis,large,Enterprise,Churned,31-08-2022,31-07-2025,385,Debit
5857,Pugh-Jackson,medium,Enterprise,Active,16-09-2023,,4552,Debit
1371,Jackson Group,small,Basic,Active,30-06-2024,,2900,Debit
9691,"Byrd, Erickson and Clark",large,Basic,Churned,30-05-2024,11-12-2024,845,Debit
9232,"Reed, Allen and Jones",medium,Basic,Active,18-08-2023,,4073,Debit
4461,"Waller, Alexander and Cooke",small,Basic,Active,05-01-2017,,1111,Credit
311,Norman-Richardson,small,Basic,Churned,04-02-2011,11-08-2020,4278,Credit
2965,"Torres, Norris and Hughes",large,Enterprise,Active,14-06-2020,,3815,Credit
8701,"Rice, Oneal and Patton",medium,Enterprise,Active,01-05-2006,,108,Debit
8572,Jones-Johnson,medium,Pro,Active,23-06-2010,,1327,Debit
9039,Huff-Taylor,medium,Enterprise,Churned,14-11-2010,09-04-2011,3928,Credit
4670,"West, Hudson and Simmons",small,Basic,Active,12-09-2021,,3562,Paypal
591,"Morgan, Wilkerson and Vega",medium,Enterprise,Active,06-04-2024,,3373,Paypal
3036,"Barker, Hart and Taylor",small,Basic,Churned,14-07-2019,14-05-2022,61,Credit
2170,English-Allen,medium,Basic,Churned,15-09-2008,02-09-2009,2946,Paypal
6455,"Dyer, Leonard and Torres",large,Pro,Churned,22-05-2012,24-09-2021,1659,Paypal
9305,"Gibson, Henry and Jacobs",large,Pro,Churned,07-12-2008,19-02-2014,2481,Debit
8241,"Young, Lopez and Moore",small,Pro,Churned,25-09-2006,24-08-2019,682,Paypal
1023,Moore Ltd,large,Enterprise,Active,22-05-2009,,2153,Debit
3878,"Everett, Tran and Cunningham",medium,Enterprise,Churned,12-07-2009,20-09-2009,890,Credit
5253,Wilkinson-Henderson,large,Enterprise,Active,05-05-2025,,192,Paypal
6841,Calhoun-Cox,medium,Enterprise,Active,12-03-2012,,1284,Paypal
2647,Walters LLC,small,Basic,Churned,23-06-2007,29-05-2021,4806,Debit
277,Holder PLC,large,Enterprise,Active,09-09-2024,,3078,Debit
3101,Mejia-Weber,small,Pro,Churned,30-03-2016,19-03-2021,2562,Debit
8599,Figueroa-Esparza,large,Enterprise,Churned,13-03-2023,06-10-2025,2673,Debit
838,Cole-Ayers,medium,Pro,Active,15-04-2007,,604,Paypal
1040,Morrison-Ferguson,small,Basic,Churned,02-04-2010,17-09-2022,4198,Debit
259,"Boyd, Bridges and Cardenas",large,Basic,Churned,23-12-2012,05-03-2016,4566,Paypal
1601,Boyd PLC,small,Basic,Active,28-09-2020,,2919,Debit
8315,Hoffman and Sons,large,Pro,Churned,12-04-2025,15-09-2025,1374,Paypal
2186,Todd Ltd,large,Basic,Churned,10-09-2020,05-09-2022,1942,Debit
324,Byrd-Goodman,medium,Basic,Active,24-03-2020,,4225,Credit
6361,"Rodriguez, Hendricks and Pittman",medium,Enterprise,Active,11-09-2024,,4170,Paypal
8023,Burke-Faulkner,medium,Basic,Active,02-02-2011,,3515,Credit
637,Peters PLC,large,Basic,Active,02-10-2017,,2098,Paypal
4040,Newman-Hendricks,medium,Pro,Active,16-10-2014,,2664,Paypal
7711,Stewart-Davis,large,Enterprise,Active,11-01-2012,,2577,Credit
174,Sutton PLC,large,Pro,Churned,09-11-2011,14-04-2023,97,Credit
9958,Martin Ltd,small,Basic,Active,21-04-2009,,838,Debit
4819,Allen-Stark,large,Pro,Active,23-09-2017,,621,Debit
2849,Ball Ltd,small,Pro,Active,14-08-2009,,2379,Credit
6750,Rice and Sons,medium,Enterprise,Churned,12-01-2009,16-06-2019,1274,Paypal
1092,"Long, Hawkins and Olson",small,Basic,Churned,26-11-2018,31-03-2023,4308,Credit
9587,"Diaz, Smith and Smith",medium,Pro,Churned,14-10-2018,29-09-2021,3135,Debit
1632,Potts Inc,large,Pro,Active,12-12-2009,,2538,Debit
8615,Kerr-Quinn,large,Basic,Churned,10-03-2011,31-07-2019,3201,Credit
1312,"Watson, Davis and Roberson",medium,Pro,Churned,24-08-2014,08-06-2020,53,Debit
7362,Jackson-Padilla,medium,Basic,Active,21-02-2019,,3465,Paypal
4115,Adams-Wyatt,small,Enterprise,Churned,19-12-2008,24-09-2018,4365,Credit
1870,Lynch and Sons,medium,Pro,Active,03-07-2015,,3002,Debit
1255,Stewart-King,small,Enterprise,Active,17-02-2018,,2739,Credit
8608,"Townsend, Hall and Walker",medium,Basic,Active,26-05-2019,,1072,Debit
8614,Medina-Miller,medium,Enterprise,Active,01-05-2016,,3346,Paypal
1254,Hodges-Erickson,large,Enterprise,Active,04-02-2007,,3358,Credit
1104,Williams-Flores,medium,Pro,Active,28-02-2019,,4278,Credit
2187,Jackson LLC,medium,Pro,Churned,14-02-2008,03-10-2016,2476,Credit
5358,"Christian, Williams and Morris",small,Pro,Churned,29-06-2008,07-01-2022,4024,Paypal
487,Gordon PLC,small,Basic,Churned,18-08-2013,15-03-2014,1999,Paypal
6564,"Franklin, Rodriguez and Fisher",medium,Basic,Churned,30-03-2007,18-03-2023,2389,Debit
745,"Frazier, Long and Hernandez",medium,Basic,Churned,24-05-2012,10-12-2023,1937,Debit
5428,Wilson Group,medium,Pro,Churned,17-06-2017,22-05-2024,684,Paypal
5721,"Nelson, Yates and Jones",small,Enterprise,Churned,06-08-2021,27-02-2023,667,Paypal
8922,Thompson Inc,medium,Pro,Churned,21-08-2012,04-02-2024,2280,Credit
5947,Sanchez LLC,large,Basic,Active,14-11-2015,,4177,Debit
1286,Wyatt-Middleton,large,Basic,Active,29-10-2025,,2439,Credit
2763,Holt-Aguilar,medium,Enterprise,Churned,24-09-2009,07-10-2015,4840,Debit
1019,"Lopez, Humphrey and Pierce",medium,Basic,Churned,07-10-2009,11-04-2019,1266,Paypal
3203,"Baker, Anderson and Blackburn",large,Basic,Churned,19-11-2017,24-10-2022,3663,Paypal
9469,Brady-Mathis,small,Basic,Active,21-04-2024,,3335,Paypal
9602,Moore Inc,large,Enterprise,Active,13-09-2006,,366,Debit
4770,"Merritt, Wu and Reyes",large,Pro,Active,17-04-2024,,2622,Paypal
509,"Leonard, Edwards and Smith",medium,Pro,Churned,10-12-2021,14-05-2025,2946,Paypal
8271,Lambert Inc,medium,Pro,Churned,02-02-2012,22-09-2023,4520,Credit
9272,Harris PLC,large,Pro,Active,16-04-2012,,4685,Paypal
8467,James LLC,small,Basic,Churned,20-02-2014,26-06-2025,2949,Credit
