ticket_id,user_id,created_date,resolved_date,priority,category,status,resolution_time_hours
3626,8582,18-03-2011,,Low,Feature Request,In Progress,
4264,6748,25-06-2020,20-12-2024,High,Feature Request,Resolved,39336
9339,3991,17-04-2011,,Critical,Bug,In Progress,
758,8893,16-11-2007,30-06-2011,Medium,Bug,Closed,31728
138,6922,26-02-2014,,Low,Feature Request,In Progress,
5167,9309,03-08-2018,28-08-2019,High,Bug,Resolved,9360
6650,6735,21-08-2012,22-10-2022,Low,Bug,Resolved,89136
1886,9977,09-02-2016,,Medium,Account Issue,Open,
441,4562,11-05-2011,,Medium,Account Issue,Open,
3481,9113,27-06-2019,,Critical,Feature Request,In Progress,
4699,5430,23-06-2014,,High,Feature Request,In Progress,
9450,1405,15-11-2024,01-04-2025,Medium,Account Issue,Resolved,3288
2292,6980,15-04-2006,28-09-2013,Critical,Account Issue,Closed,65352
4863,4070,23-08-2007,05-06-2018,High,Question,Resolved,94536
3161,4351,24-03-2015,08-04-2024,High,Bug,Resolved,79272
8367,4477,30-11-2011,,High,Feature Request,Open,
2686,1435,12-03-2015,,Medium,Feature Request,Open,
5141,5156,28-06-2020,,Low,Feature Request,In Progress,
1950,9873,21-05-2023,15-03-2024,High,Feature Request,Closed,7176
2802,3224,28-07-2012,,Low,Account Issue,Open,
8610,2087,04-03-2012,19-01-2021,Critical,Bug,Closed,77832
3592,9865,31-03-2008,23-09-2015,High,Feature Request,Resolved,65568
3249,3743,20-11-2016,,Medium,Account Issue,In Progress,
7798,4282,27-04-2007,,High,Account Issue,In Progress,
4344,9464,19-01-2015,15-06-2017,Low,Account Issue,Closed,21072
1873,7820,02-02-2010,16-04-2016,Medium,Account Issue,Closed,54360
1410,3232,30-11-2022,22-03-2024,High,Feature Request,Closed,11472
8626,9674,11-02-2024,14-03-2024,High,Bug,Closed,768
6990,454,08-05-2011,,High,Feature Request,Open,
5799,6798,02-10-2018,,Medium,Account Issue,Open,
6570,574,27-07-2015,,Medium,Question,In Progress,
5424,6871,05-07-2008,24-07-2022,Medium,Question,Resolved,123168
3969,3110,19-02-2007,,Medium,Bug,Open,
3735,8717,03-11-2012,28-08-2018,High,Question,Closed,50976
2068,808,03-04-2018,,Critical,Account Issue,In Progress,
9725,1802,06-06-2013,17-01-2024,Low,Question,Resolved,93048
6427,7069,27-11-2022,,High,Question,In Progress,
3353,6303,05-03-2023,,High,Account Issue,In Progress,
2122,7450,09-09-2008,04-05-2023,Medium,Account Issue,Resolved,128400
5738,4353,06-07-2010,07-03-2011,Critical,Question,Closed,5856
9463,1566,13-04-2024,,High,Question,Open,
1998,7092,22-06-2017,22-01-2018,Medium,Account Issue,Resolved,5136
8140,5020,11-07-2019,,Low,Bug,Open,
5011,8091,09-11-2014,25-02-2021,Medium,Bug,Closed,55200
285,6317,15-12-2024,,High,Question,Open,
4317,2162,13-08-2015,31-01-2022,Medium,Question,Closed,56712
7865,1345,15-08-2012,,High,Bug,Open,
3655,8808,03-12-2024,,Medium,Bug,Open,
1479,1709,26-04-2007,,Medium,Question,Open,
6269,2309,09-02-2024,07-09-2025,Low,Account Issue,Closed,13824
8288,7169,20-05-2013,,Medium,Feature Request,Open,
3028,588,06-01-2017,17-03-2025,Medium,Bug,Closed,71808
5256,2151,26-02-2019,13-07-2022,Low,Question,Resolved,29592
6192,4949,04-04-2022,,Medium,Question,Open,
3302,5317,05-11-2014,,Low,Feature Request,Open,
1220,3745,19-12-2011,,High,Bug,Open,
4086,401,26-02-2010,,Medium,Feature Request,In Progress,
9889,8429,13-03-2024,,Medium,Question,Open,
2787,5972,30-12-2015,,Medium,Feature Request,Open,
3712,1332,22-03-2011,25-01-2024,Low,Bug,Closed,112608
5914,1713,22-01-2014,24-05-2023,High,Question,Closed,81816
2,8749,28-12-2014,26-02-2019,Critical,Feature Request,Resolved,36504
9095,3313,10-01-2023,08-12-2023,Low,Account Issue,Closed,7968
5266,8412,11-03-2019,01-12-2021,Low,Question,Resolved,23904
7537,88,12-02-2024,,Medium,Feature Request,Open,
370,6560,12-01-2014,,Critical,Question,Open,
3869,9287,19-04-2022,,Low,Question,In Progress,
2116,9332,29-07-2020,17-07-2022,Medium,Account Issue,Closed,17232
3664,8613,28-04-2017,,High,Account Issue,Open,
2195,1651,10-06-2025,23-07-2025,Critical,Question,Closed,1032
7926,5580,18-03-2015,,Critical,Account Issue,In Progress,
9204,8569,25-04-2013,,Medium,Feature Request,Open,
4944,6845,24-05-2018,07-09-2021,Medium,Question,Resolved,28848
2737,6395,05-10-2013,,High,Bug,In Progress,
80,8134,25-04-2014,13-10-2019,Critical,Bug,Closed,47928
4410,2939,15-04-2009,,Medium,Feature Request,In Progress,
7382,1808,20-08-2013,,Critical,Feature Request,Open,
3510,158,10-07-2015,23-07-2017,Low,Feature Request,Closed,17856
2702,4203,08-03-2015,02-09-2023,Medium,Account Issue,Resolved,74400
7147,1038,15-11-2021,,High,Feature Request,Open,
7761,4357,18-10-2023,,Medium,Account Issue,Open,
5221,6020,16-08-2019,18-06-2024,Medium,Bug,Closed,42432
256,7699,02-01-2014,18-12-2021,Critical,Bug,Resolved,69768
6354,1314,21-12-2007,17-06-2025,Low,Feature Request,Resolved,153312
9574,6088,18-02-2007,11-07-2018,Low,Bug,Closed,99864
6511,8833,10-04-2020,21-05-2022,Critical,Bug,Closed,18504
6758,9734,16-09-2011,,High,Question,In Progress,
5967,9993,26-12-2017,18-11-2024,Critical,Question,Closed,60456
8695,8408,01-05-2010,,Low,Account Issue,Open,
2676,8967,29-08-2017,,Critical,Question,In Progress,
9535,1031,21-09-2023,,Critical,Bug,Open,
9119,7634,06-11-2015,28-05-2018,Low,Bug,Closed,22416
9856,2369,01-05-2012,09-05-2016,Critical,Bug,Resolved,35256
3123,7403,18-10-2016,05-01-2023,Medium,Feature Request,Closed,54480
9018,5929,31-07-2008,,High,Bug,Open,
3955,5350,11-05-2012,,High,Bug,Open,
9671,6603,26-03-2008,02-01-2012,High,Question,Resolved,33048
6277,4873,15-08-2022,19-05-2023,Medium,Question,Resolved,6648
6801,6400,17-08-2023,,Critical,Account Issue,Open,
9581,455,27-09-2016,,High,Feature Request,In Progress,
4291,7763,09-07-2018,16-01-2020,High,Question,Resolved,13344
1710,2570,11-04-2012,,Low,Account Issue,Open,
5697,7433,28-12-2011,27-11-2016,High,Question,Closed,43104
846,8285,27-11-2023,,Medium,Account Issue,In Progress,
84,4940,09-12-2016,10-06-2018,Low,Feature Request,Resolved,13152
8975,1380,03-03-2016,30-04-2023,High,Question,Closed,62736
5223,3118,01-07-2014,13-11-2019,High,Account Issue,Closed,47064
8517,3465,31-10-2009,,Critical,Account Issue,In Progress,
9247,9014,02-01-2014,,Low,Account Issue,In Progress,
3431,8129,18-09-2007,,Medium,Feature Request,Open,
1289,9629,12-02-2018,,Critical,Account Issue,Open,
2750,8982,15-12-2015,,High,Question,In Progress,
5844,387,21-09-2016,,Critical,Feature Request,In Progress,
3509,6573,22-03-2015,,Low,Account Issue,In Progress,
8981,7715,17-09-2020,,Critical,Question,Open,
7368,279,13-10-2018,,Critical,Bug,In Progress,
3116,7230,16-09-2017,,Medium,Bug,In Progress,
1343,4625,30-04-2021,12-10-2021,Low,Feature Request,Closed,3960
4562,497,28-10-2011,,High,Account Issue,Open,
6173,5245,26-02-2009,01-04-2010,High,Feature Request,Closed,9576
5120,6720,30-06-2008,09-10-2012,Low,Account Issue,Closed,37488
745,5799,31-07-2019,21-11-2019,Medium,Question,Closed,2712
7002,5988,15-09-2007,,Low,Bug,Open,
9667,8096,29-03-2007,,Medium,Question,Open,
4230,2600,11-04-2006,,Low,Bug,Open,
7325,9754,22-10-2017,07-08-2025,Medium,Question,Resolved,68304
8321,481,17-06-2011,,Critical,Account Issue,Open,
8598,8134,08-07-2010,,Critical,Question,Open,
5967,5346,09-08-2012,05-02-2020,Medium,Bug,Closed,65664
686,1731,23-10-2021,21-10-2022,Medium,Feature Request,Closed,8712
3933,4827,30-07-2011,,Critical,Question,In Progress,
4828,5507,02-10-2016,20-12-2025,High,Question,Closed,80784
4582,6547,01-02-2015,30-12-2015,High,Account Issue,Resolved,7968
641,2622,29-02-2024,04-04-2024,High,Feature Request,Resolved,840
407,8579,06-07-2011,,Medium,Question,Open,
5013,370,16-04-2010,,High,Feature Request,Open,
8031,1349,07-01-2026,,Critical,Bug,Open,
5741,1546,10-12-2012,,High,Feature Request,In Progress,
2673,439,29-01-2024,,High,Bug,Open,
1584,4161,15-04-2016,,Critical,Question,Open,
2629,9814,28-10-2020,,Critical,Bug,In Progress,
5826,624,27-09-2024,05-10-2024,Critical,Feature Request,Resolved,192
7277,9930,21-04-2023,,Medium,Question,In Progress,
3180,205,22-03-2017,,Medium,Account Issue,In Progress,
1317,858,08-02-2010,08-02-2014,Low,Account Issue,Resolved,35064
8687,6380,01-05-2013,,High,Account Issue,Open,
7697,633,09-03-2020,27-08-2024,Critical,Bug,Closed,39168
6922,3195,06-10-2013,,Low,Bug,In Progress,
3356,1874,06-11-2017,,Medium,Account Issue,In Progress,
5502,2600,23-07-2024,26-09-2024,Low,Question,Closed,1560
1515,8430,05-09-2008,,Medium,Feature Request,In Progress,
7716,3773,25-12-2015,,Low,Account Issue,In Progress,
5855,4717,20-08-2020,,High,Feature Request,In Progress,
3165,534,08-01-2012,,Medium,Question,In Progress,
1371,8967,11-12-2015,15-07-2017,Low,Account Issue,Resolved,13968
3677,6509,04-04-2012,,Critical,Bug,In Progress,
1647,9271,28-06-2011,10-12-2012,Low,Account Issue,Closed,12744
6510,2504,30-08-2023,,Low,Account Issue,Open,
6852,1649,12-05-2024,,Low,Account Issue,Open,
3691,135,04-05-2024,24-12-2024,Medium,Question,Closed,5616
1869,6067,07-09-2009,,Low,Account Issue,Open,
3830,5802,30-07-2024,24-09-2024,Low,Feature Request,Resolved,1344
2251,8040,12-08-2006,,Critical,Bug,Open,
9596,5376,22-10-2015,13-04-2020,Low,Question,Resolved,39240
6578,7625,14-05-2024,31-01-2026,Medium,Account Issue,Closed,15048
7332,8589,07-09-2012,,Medium,Bug,Open,
3380,1949,23-05-2015,28-02-2021,Low,Feature Request,Resolved,50592
5702,2551,29-06-2016,25-07-2016,Critical,Question,Resolved,624
8576,3641,21-08-2015,,Low,Question,Open,
8853,7756,10-03-2014,,Critical,Question,Open,
9164,2381,23-04-2019,16-02-2022,Critical,Account Issue,Resolved,24720
647,876,20-05-2016,11-09-2021,Medium,Question,Resolved,46560
9752,7099,01-06-2017,,Medium,Feature Request,In Progress,
4083,4661,28-02-2022,11-10-2022,Critical,Feature Request,Resolved,5400
1302,1789,26-10-2016,06-07-2024,Critical,Question,Closed,67440
9492,3013,25-06-2021,30-07-2022,Low,Account Issue,Resolved,9600
9146,146,01-01-2007,04-03-2024,Low,Feature Request,Closed,150528
6604,8877,10-01-2013,,High,Question,In Progress,
3160,4240,15-06-2014,02-07-2017,Critical,Question,Closed,26712
1817,2415,19-04-2024,,High,Feature Request,Open,
1186,2092,06-05-2018,23-07-2019,Low,Question,Resolved,10632
5400,6311,07-05-2025,14-06-2025,Low,Question,Closed,912
6844,6740,19-10-2011,,Critical,Account Issue,In Progress,
5624,8791,13-06-2018,01-09-2025,Medium,Feature Request,Resolved,63288
4885,387,05-05-2012,,Low,Bug,In Progress,
23,8541,03-02-2014,30-05-2019,Low,Account Issue,Resolved,46608
7704,9127,04-08-2006,,High,Account Issue,In Progress,
7891,5928,02-04-2015,,High,Feature Request,In Progress,
3076,462,13-06-2011,18-10-2022,Medium,Question,Closed,99480
2539,5108,13-10-2008,,Critical,Account Issue,Open,
5585,850,26-08-2024,30-06-2025,Low,Account Issue,Closed,7392
385,1570,13-12-2007,25-05-2017,Medium,Bug,Resolved,82824
4746,7548,09-09-2018,10-02-2026,Critical,Feature Request,Resolved,65064
7583,9795,27-08-2008,07-04-2023,Critical,Question,Closed,128064
8784,8409,04-10-2014,23-10-2023,Low,Question,Resolved,79344
4126,5100,11-11-2011,,Low,Feature Request,In Progress,
8187,3182,28-12-2006,,High,Bug,Open,
2166,2768,28-03-2024,24-04-2024,High,Account Issue,Closed,648
195,3368,14-02-2019,06-11-2024,High,Feature Request,Closed,50208
7417,1672,05-02-2023,,Critical,Question,Open,
1039,132,29-10-2019,,Critical,Feature Request,In Progress,
2248,211,28-02-2016,,Low,Question,Open,
4834,6723,06-02-2009,29-09-2022,High,Question,Resolved,119592
2382,2194,17-01-2012,29-03-2016,Critical,Bug,Closed,36792
4868,3398,10-01-2017,20-07-2022,Critical,Question,Closed,48408
4814,1611,07-10-2013,29-10-2025,Critical,Question,Resolved,105720
7222,5626,22-03-2025,23-11-2025,Critical,Question,Resolved,5904
6872,2363,17-06-2008,,Medium,Account Issue,Open,
9438,948,24-01-2016,,Critical,Account Issue,Open,
8152,862,30-04-2010,12-07-2024,Critical,Bug,Closed,124488
8580,3796,30-03-2013,22-09-2021,Critical,Question,Closed,74352
5446,3926,20-10-2013,01-07-2016,Critical,Account Issue,Closed,23640
1469,6455,27-07-2020,23-04-2021,Medium,Bug,Closed,6480
3412,7954,14-06-2007,,Low,Question,Open,
7128,3767,16-02-2021,21-07-2022,Critical,Bug,Closed,12480
4907,6376,25-10-2013,,Critical,Question,In Progress,
2031,827,03-02-2014,,Critical,Bug,In Progress,
559,9551,19-12-2023,,Medium,Question,Open,
1411,3091,25-04-2010,13-06-2023,Medium,Feature Request,Closed,115128
7609,6309,15-06-2019,,Medium,Question,In Progress,
8215,3326,11-02-2017,02-04-2017,High,Feature Request,Closed,1200
5060,392,07-11-2010,14-02-2019,Low,Account Issue,Closed,72504
4480,8343,21-02-2016,10-06-2017,Critical,Bug,Closed,11400
3425,8074,17-12-2008,,Critical,Question,Open,
1975,575,11-03-2022,,High,Question,Open,
9974,2301,11-03-2013,,High,Question,Open,
938,2667,06-09-2025,,Critical,Bug,Open,
1403,8437,21-03-2021,,Low,Feature Request,In Progress,
456,3962,11-02-2007,28-12-2016,Critical,Feature Request,Resolved,86592
850,4791,07-02-2010,25-10-2025,Medium,Feature Request,Closed,137736
3784,6317,05-11-2006,,Low,Feature Request,Open,
3608,4348,22-12-2013,03-10-2016,Critical,Feature Request,Closed,24384
9617,7127,23-08-2009,,Critical,Question,In Progress,
7747,7346,14-06-2022,,Low,Question,Open,
7688,5407,17-08-2019,05-06-2020,High,Question,Closed,7032
4308,7161,10-08-2021,18-05-2025,Low,Account Issue,Resolved,33048
63,1873,29-10-2008,22-12-2013,Critical,Account Issue,Closed,45120
8976,2021,27-03-2010,,Critical,Question,In Progress,
2188,3386,04-12-2010,20-08-2013,Low,Question,Resolved,23760
6886,9562,11-04-2019,,Critical,Feature Request,In Progress,
3557,7068,22-06-2024,08-04-2025,Critical,Bug,Closed,6960
5806,1574,22-08-2006,,High,Account Issue,Open,
5588,5609,03-12-2019,,High,Account Issue,In Progress,
6992,9534,16-12-2023,,High,Question,Open,
2411,7624,23-11-2024,01-09-2025,Medium,Feature Request,Resolved,6768
2923,5037,27-05-2009,,Low,Feature Request,In Progress,
4812,9004,26-08-2015,,Critical,Bug,Open,
5660,9965,18-01-2026,21-01-2026,Low,Feature Request,Resolved,72
2390,6898,10-01-2008,18-10-2022,Critical,Account Issue,Resolved,129480
5611,5825,21-02-2013,24-07-2022,Medium,Question,Closed,82560
8605,81,20-03-2006,11-03-2010,Critical,Question,Resolved,34848
8581,6083,22-05-2012,21-05-2025,Low,Feature Request,Resolved,113928
9776,1314,13-08-2023,09-04-2025,Medium,Bug,Closed,14520
5172,8153,26-06-2025,,Medium,Account Issue,Open,
5927,4313,03-08-2014,27-11-2025,Critical,Account Issue,Closed,99216
354,1887,27-08-2023,03-01-2026,Low,Account Issue,Closed,20640
4553,2539,16-11-2022,10-08-2023,Medium,Bug,Resolved,6408
2577,9597,23-01-2009,,High,Feature Request,Open,
2921,5308,11-01-2020,,High,Account Issue,Open,
621,1559,19-03-2006,25-04-2025,Medium,Question,Resolved,167448
1604,7229,13-08-2020,,Critical,Account Issue,In Progress,
6816,2603,20-11-2011,,Medium,Account Issue,In Progress,
2127,5792,09-12-2011,,Critical,Feature Request,Open,
9884,2697,14-05-2010,18-03-2016,Low,Feature Request,Resolved,51240
4998,1839,05-11-2014,22-04-2022,Critical,Bug,Closed,65400
3808,7462,05-05-2008,,High,Question,Open,
3532,2221,26-11-2024,31-01-2025,Medium,Feature Request,Resolved,1584
7869,8023,28-11-2019,,Low,Account Issue,Open,
9731,4146,16-04-2016,23-05-2017,Critical,Question,Closed,9648
3465,7165,02-04-2013,31-07-2025,Critical,Account Issue,Closed,108072
1051,9858,17-01-2020,,Low,Feature Request,Open,
2855,5191,28-01-2016,,Low,Account Issue,In Progress,
183,4570,20-11-2019,22-05-2021,Medium,Feature Request,Closed,13176
8590,238,30-11-2019,,Critical,Feature Request,Open,
8255,3905,01-08-2006,,High,Bug,Open,
4001,7562,10-09-2022,27-08-2025,Low,Bug,Closed,25968
9857,4399,02-04-2007,06-12-2017,Medium,Feature Request,Resolved,93624
6815,6525,16-08-2013,04-10-2013,Low,Bug,Closed,1176
4296,7534,19-07-2008,,Low,Feature Request,In Progress,
9343,2884,06-03-2014,,Medium,Feature Request,In Progress,
1879,2741,09-07-2015,,Medium,Question,In Progress,
3594,5823,04-02-2009,03-04-2023,Low,Feature Request,Resolved,124104
5500,4490,06-06-2020,,High,Bug,In Progress,
6818,3192,12-07-2012,26-10-2024,High,Account Issue,Closed,107736
4584,1397,08-06-2013,,High,Account Issue,In Progress,
1924,877,06-12-2019,,High,Bug,In Progress,
6375,9924,16-06-2023,,Medium,Bug,In Progress,
1323,6610,26-02-2021,,High,Account Issue,In Progress,
1872,4057,27-10-2024,13-05-2025,Low,Account Issue,Closed,4752
359,122,26-04-2011,,High,Account Issue,In Progress,
4731,9780,19-02-2008,,Critical,Account Issue,In Progress,
5169,8508,07-08-2013,16-03-2017,Low,Account Issue,Resolved,31608
200,257,12-06-2017,,High,Account Issue,Open,
4056,252,15-07-2010,,High,Feature Request,In Progress,
4095,1530,10-12-2016,11-10-2023,High,Account Issue,Closed,59904
7482,6458,05-12-2017,30-06-2025,Medium,Feature Request,Closed,66336
9905,670,04-12-2006,,Low,Feature Request,In Progress,
6976,2735,16-04-2006,08-07-2022,Low,Bug,Closed,142248
5684,9471,24-11-2020,,Medium,Feature Request,In Progress,
6194,7409,18-01-2015,,Critical,Account Issue,In Progress,
3954,7330,13-04-2019,23-12-2024,High,Feature Request,Resolved,49944
1525,3841,30-05-2011,,Medium,Question,Open,
8223,8592,30-09-2017,,Medium,Feature Request,Open,
9819,708,31-05-2021,,Critical,Question,Open,
2785,9984,12-03-2014,,Low,Bug,Open,
2561,9495,03-01-2022,,High,Bug,Open,
5466,1434,17-04-2015,,Low,Feature Request,Open,
4784,3801,08-02-2014,,Low,Feature Request,Open,
5922,1360,31-03-2020,11-07-2023,Medium,Question,Closed,28728
5159,8213,26-11-2008,22-07-2014,Critical,Bug,Resolved,49536
4537,965,24-01-2009,,Medium,Feature Request,Open,
819,3566,28-07-2017,15-04-2021,Low,Bug,Closed,32568
997,6954,15-02-2011,,High,Feature Request,In Progress,
7119,3911,09-06-2006,05-09-2022,Critical,Feature Request,Closed,142368
3607,4050,14-11-2006,10-09-2021,Low,Bug,Closed,129936
7290,5703,01-10-2021,01-02-2023,High,Feature Request,Resolved,11712
8925,4971,01-03-2025,,Critical,Feature Request,Open,
3021,6242,23-02-2008,,Medium,Feature Request,In Progress,
5748,3078,17-07-2009,,Medium,Bug,In Progress,
1718,791,07-05-2010,26-05-2022,High,Bug,Resolved,105648
3960,9515,01-02-2022,07-03-2025,Medium,Account Issue,Resolved,27120
5166,216,02-04-2023,18-09-2024,Low,Feature Request,Closed,12840
9548,6820,05-12-2013,14-01-2017,Critical,Question,Closed,27264
393,198,02-01-2025,05-03-2025,Low,Account Issue,Closed,1488
9199,9578,01-12-2017,,High,Feature Request,Open,
202,2838,24-07-2007,08-11-2023,Medium,Account Issue,Resolved,142824
2504,7329,09-05-2022,,Critical,Feature Request,Open,
8569,7,18-09-2013,,Critical,Bug,In Progress,
5770,6891,15-09-2018,11-09-2022,High,Account Issue,Resolved,34968
497,8516,28-02-2017,07-05-2024,High,Feature Request,Resolved,63000
4584,2576,23-05-2016,27-06-2018,Medium,Account Issue,Closed,18360
7000,1412,03-09-2017,03-04-2020,High,Question,Resolved,22632
7589,5026,07-08-2017,,Medium,Bug,Open,
5708,8927,11-10-2006,,Low,Question,In Progress,
5683,7802,17-06-2024,,Low,Feature Request,Open,
5782,4653,21-01-2013,11-03-2024,High,Account Issue,Closed,97608
2505,2607,25-07-2016,,Low,Question,In Progress,
234,2976,26-08-2011,01-02-2022,Low,Question,Closed,91488
6439,6236,27-09-2015,,Critical,Account Issue,In Progress,
3104,7271,26-08-2009,,Low,Feature Request,In Progress,
6054,5936,30-11-2022,06-12-2025,Low,Feature Request,Closed,26448
1601,9676,30-06-2024,,Medium,Question,In Progress,
5735,4832,09-03-2019,28-01-2023,Medium,Question,Closed,34104
3906,2508,01-04-2013,,Critical,Question,In Progress,
8945,6187,12-12-2020,25-02-2025,Medium,Feature Request,Closed,36864
6987,7050,27-07-2011,,Low,Account Issue,Open,
6401,1829,29-09-2007,30-06-2013,Medium,Bug,Closed,50424
7170,2973,14-06-2011,27-11-2014,Low,Feature Request,Closed,30288
3864,59,14-06-2006,,Medium,Bug,In Progress,
6595,1222,19-02-2023,,Critical,Question,In Progress,
4721,6781,27-07-2017,26-08-2020,Critical,Question,Resolved,27024
8210,2511,26-07-2015,,High,Feature Request,Open,
6597,15,31-10-2018,,Medium,Feature Request,Open,
6244,8908,26-10-2011,,Medium,Account Issue,In Progress,
6418,833,17-04-2010,,Medium,Question,Open,
4252,6956,31-05-2013,05-04-2017,Medium,Bug,Resolved,33720
3054,2554,10-01-2016,18-06-2016,Low,Feature Request,Resolved,3840
6030,9908,26-05-2013,23-06-2023,Critical,Question,Resolved,88320
2929,1728,15-03-2018,,Critical,Bug,Open,
6885,5666,08-08-2015,12-09-2018,Medium,Account Issue,Closed,27144
4864,3195,22-12-2010,,High,Account Issue,In Progress,
5128,7141,25-03-2012,,Critical,Feature Request,Open,
663,9107,14-07-2025,,Critical,Account Issue,Open,
3236,2731,15-09-2017,11-08-2023,Low,Question,Closed,51744
5322,7557,22-07-2021,,Medium,Question,In Progress,
4422,8790,12-10-2025,,High,Bug,Open,
5053,9552,07-01-2017,,Critical,Bug,Open,
6784,5618,13-05-2021,,Critical,Account Issue,Open,
7557,1338,23-04-2022,02-02-2023,Low,Account Issue,Closed,6840
4253,9328,10-06-2016,25-01-2020,Medium,Account Issue,Resolved,31776
9178,9342,18-10-2014,,Medium,Question,In Progress,
7755,5478,05-07-2016,12-11-2016,Low,Question,Resolved,3120
2924,5629,17-02-2018,17-08-2020,Medium,Question,Resolved,21888
3460,5869,13-07-2009,25-11-2024,Critical,Bug,Resolved,134736
9204,4607,02-10-2019,,Low,Bug,In Progress,
8541,7997,28-04-2013,,Medium,Question,In Progress,
3928,344,14-02-2013,,Critical,Bug,Open,
8151,1682,29-12-2006,,Critical,Account Issue,In Progress,
8625,5176,10-11-2017,21-05-2021,High,Account Issue,Closed,30912
9764,4280,12-04-2018,11-03-2021,Low,Question,Closed,25536
1185,6112,01-01-2023,27-10-2024,High,Feature Request,Resolved,15960
4992,3974,05-07-2021,14-12-2023,Low,Question,Closed,21408
8908,204,26-07-2020,,Critical,Account Issue,In Progress,
8851,4564,13-04-2019,,Critical,Feature Request,In Progress,
5087,758,01-03-2021,,Medium,Bug,In Progress,
967,6880,14-04-2008,,Critical,Question,In Progress,
291,2365,17-06-2017,13-05-2021,Low,Bug,Resolved,34224
8821,8728,28-05-2023,24-12-2024,Medium,Feature Request,Closed,13824
6342,5879,18-06-2021,,High,Account Issue,In Progress,
9871,4352,19-09-2006,11-04-2023,High,Feature Request,Resolved,145152
5161,4067,13-07-2006,,Medium,Feature Request,In Progress,
3248,6166,19-04-2023,28-06-2024,Critical,Account Issue,Resolved,10464
7396,3869,23-02-2006,26-02-2008,High,Feature Request,Resolved,17592
2677,6778,25-04-2014,,High,Bug,Open,
8526,6308,09-10-2008,07-07-2014,Critical,Feature Request,Closed,50328
3818,4786,19-11-2009,,Critical,Question,In Progress,
9588,9466,13-09-2016,02-12-2021,Low,Account Issue,Closed,45744
7872,1882,14-03-2013,,Critical,Account Issue,Open,
8486,6317,28-10-2014,22-02-2019,Medium,Account Issue,Closed,37872
3711,3428,16-11-2008,28-11-2018,Low,Account Issue,Resolved,87936
7394,2470,06-10-2007,,High,Feature Request,In Progress,
3847,6339,05-07-2010,27-11-2019,Low,Question,Closed,82368
8118,7159,13-08-2006,19-09-2014,Medium,Feature Request,Resolved,71016
8771,8597,24-05-2022,,Critical,Account Issue,In Progress,
7478,3233,06-08-2010,,Low,Bug,Open,
4792,9951,15-06-2014,15-06-2024,Low,Feature Request,Resolved,87672
4060,5373,19-01-2007,31-10-2019,Critical,Question,Closed,112032
9915,5738,12-09-2012,12-09-2013,Critical,Bug,Closed,8760
4338,8603,08-03-2006,,Critical,Question,Open,
7457,489,13-11-2025,31-12-2025,High,Feature Request,Resolved,1152
3989,4706,08-01-2015,,Low,Feature Request,Open,
6457,4332,04-05-2007,,Medium,Question,In Progress,
168,2992,02-02-2022,,Medium,Account Issue,Open,
1740,7955,25-06-2017,04-03-2025,Critical,Account Issue,Resolved,67416
6533,2013,13-04-2010,,Medium,Bug,Open,
1000,6555,21-12-2018,,Medium,Feature Request,Open,
3246,4977,19-11-2015,,Medium,Bug,Open,
5762,9098,24-08-2012,,Low,Feature Request,Open,
6362,3473,28-04-2006,,High,Account Issue,Open,
88,1226,11-02-2012,,Medium,Bug,Open,
5298,2463,25-12-2008,04-11-2016,High,Question,Resolved,68904
6491,5973,23-08-2006,,High,Account Issue,In Progress,
9545,3162,05-06-2010,,Critical,Feature Request,Open,
7820,1931,06-08-2008,,High,Account Issue,Open,
1467,8639,04-04-2022,,High,Question,In Progress,
1177,1756,06-10-2009,,Low,Account Issue,In Progress,
3535,8060,01-08-2010,,Critical,Bug,Open,
9505,3697,08-04-2007,,Medium,Question,In Progress,
1957,6984,26-08-2022,14-03-2025,Medium,Bug,Closed,22344
3017,7468,30-09-2013,,High,Bug,Open,
6947,2040,16-01-2016,04-08-2017,Critical,Bug,Resolved,13584
8204,5897,28-12-2010,27-12-2017,High,Account Issue,Resolved,61344
5207,5112,04-09-2006,,Medium,Account Issue,Open,
6481,6455,02-08-2008,,Medium,Account Issue,In Progress,
9919,1092,10-06-2025,22-09-2025,High,Question,Closed,2496
1303,5937,19-06-2014,16-09-2018,Critical,Account Issue,Closed,37200
543,7642,19-06-2016,,Medium,Feature Request,Open,
1194,7709,23-11-2021,24-12-2025,Critical,Feature Request,Closed,35808
7808,737,21-08-2007,05-10-2014,Critical,Bug,Closed,62448
946,8179,28-11-2025,,Critical,Feature Request,In Progress,
3812,4570,02-05-2011,03-11-2013,High,Account Issue,Closed,21984
2237,8898,03-02-2016,,High,Question,In Progress,
922,2609,02-06-2022,25-09-2024,Medium,Feature Request,Closed,20304
9126,3778,14-04-2008,,Low,Question,Open,
6160,2894,30-10-2018,21-11-2021,Medium,Question,Resolved,26832
7253,3959,10-11-2014,16-06-2015,Medium,Bug,Closed,5232
5485,2376,29-04-2023,19-06-2025,Medium,Feature Request,Resolved,18768
5559,4401,11-03-2009,07-05-2014,High,Bug,Closed,45192
9434,8793,17-10-2010,20-04-2013,Medium,Account Issue,Resolved,21984
4627,5088,17-12-2022,,High,Feature Request,In Progress,
6434,3589,16-01-2018,,Critical,Account Issue,In Progress,
5545,1582,20-12-2022,22-06-2024,High,Account Issue,Resolved,13200
